No;Link Matkul;Name;Kode Matkul;Kategori Matkul;Is Found
7200;https://sikola.unhas.ac.id/courses/21D01120503/index.php;Teknologi Bahan Konstruksi;21D01120503;22201;Found
7201;https://sikola.unhas.ac.id/courses/21D01120602/index.php;Analisis Struktur I;21D01120602;22201;Found
7202;https://sikola.unhas.ac.id/courses/21D01120702/index.php;Rekayasa Lalu Lintas;21D01120702;22201;Found
7203;https://sikola.unhas.ac.id/courses/21D01120803/index.php;Fisika Dasar III;21D01120803;22201;Not Found
7204;https://sikola.unhas.ac.id/courses/21D01120902/index.php;Matematika Lanjutan I;21D01120902;22201;Not Found
7205;https://sikola.unhas.ac.id/courses/21D01121002/index.php;Algoritma dan Pemrograman;21D01121002;22201;Not Found
7206;https://sikola.unhas.ac.id/courses/21D01121102/index.php;Hidrolika;21D01121102;22201;Not Found
7207;https://sikola.unhas.ac.id/courses/21D01121203/index.php;Irigasi dan Bangunan Air;21D01121203;22201;Not Found
7208;https://sikola.unhas.ac.id/courses/21D01121302/index.php;Mekanika Tanah II;21D01121302;22201;Not Found
7209;https://sikola.unhas.ac.id/courses/21D01121402/index.php;Struktur Beton I;21D01121402;22201;Not Found
7210;https://sikola.unhas.ac.id/courses/21D01121502/index.php;Analisis Struktur II;21D01121502;22201;Not Found
7211;https://sikola.unhas.ac.id/courses/21D01121602/index.php;Struktur Baja I;21D01121602;22201;Not Found
7212;https://sikola.unhas.ac.id/courses/21D01121702/index.php;Perancangan Geometrik Jalan;21D01121702;22201;Not Found
7213;https://sikola.unhas.ac.id/courses/21D01121802/index.php;Manajemen Proyek;21D01121802;22201;Not Found
7214;https://sikola.unhas.ac.id/courses/21D01121902/index.php;Matematika Lanjutan II;21D01121902;22201;Not Found
7215;https://sikola.unhas.ac.id/courses/21D01130102/index.php;Metode Penelitian dan Penulisan Ilmiah;21D01130102;22201;Not Found
7216;https://sikola.unhas.ac.id/courses/21D01130202/index.php;Teknik Pantai;21D01130202;22201;Not Found
7217;https://sikola.unhas.ac.id/courses/21D01130302/index.php;Rekayasa Drainase;21D01130302;22201;Found
7218;https://sikola.unhas.ac.id/courses/21D01130402/index.php;Rekayasa Fondasi I;21D01130402;22201;Not Found
