No;Link Matkul;Name;Kode Matkul;Kategori Matkul;Is Found
5089;https://sikola.unhas.ac.id/courses/19L07211303/index.php;PENGENDALIAN PENCEMARAN PERAIRAN LAUT;19L07211303;54145;Not Found
5090;https://sikola.unhas.ac.id/courses/19L07211403/index.php;MITIGASI BENCANA WILAYAH PESISIR (P);19L07211403;54145;Not Found
5091;https://sikola.unhas.ac.id/courses/19L07211703/index.php;S2-PENGELOLAAN PERIKANAN BERBASIS EKOSISTEM;19L07211703;54145;Not Found
5092;https://sikola.unhas.ac.id/courses/19L07211802/index.php;SEMINAR PROPOSAL PENELITIAN;19L07211802;54145;Not Found
5093;https://sikola.unhas.ac.id/courses/19L07220105/index.php;PENERBITAN JURNAL ARTIKEL ILMIAH;19L07220105;54145;Not Found
5094;https://sikola.unhas.ac.id/courses/19L07220204/index.php;SEMINAR HASIL PENELITIAN;19L07220204;54145;Not Found
5095;https://sikola.unhas.ac.id/courses/19L07220309/index.php;Tesis dan Ujian Tesis;19L07220309;54145;Not Found
5096;https://sikola.unhas.ac.id/courses/19L08310103/index.php;METODOLOGI PENELITIAN PERIKANAN;19L08310103;54041;Not Found
5097;https://sikola.unhas.ac.id/courses/19L08310203/index.php;Penulisan Ilmiah dan Etika Akademik;19L08310203;54041;Not Found
5098;https://sikola.unhas.ac.id/courses/19L08310302/index.php;Filsafat Ilmu;19L08310302;54041;Not Found
5099;https://sikola.unhas.ac.id/courses/19L08310303/index.php;FILSAFAT ILMU;19L08310303;54041;Not Found
5100;https://sikola.unhas.ac.id/courses/19L08310403/index.php;BIOEKOLOGI PERIKANAN;19L08310403;54041;Not Found
5101;https://sikola.unhas.ac.id/courses/19L08310503/index.php;S3-PENDEKATAN EKOSISTEM DALAM PENGELOLAAN PERIKANAN;19L08310503;54041;Not Found
5102;https://sikola.unhas.ac.id/courses/19L08310603/index.php;BIOLOGI POPULASI IKAN;19L08310603;54041;Not Found
5103;https://sikola.unhas.ac.id/courses/19L08310703/index.php;PENGELOLAAN SUMBERDAYA PERAIRAN;19L08310703;54041;Not Found
5104;https://sikola.unhas.ac.id/courses/19L08310803/index.php;EKOLOGI PERIKANAN LANJUTAN;19L08310803;54041;Not Found
5105;https://sikola.unhas.ac.id/courses/19L08310903/index.php;GENETIKA POPULASI DAN BIODIVERSITAS (P);19L08310903;54041;Not Found
5106;https://sikola.unhas.ac.id/courses/19L08311003/index.php;BIOTEKNOLOGI AKUAKULTUR;19L08311003;54041;Not Found
5107;https://sikola.unhas.ac.id/courses/19L08311103/index.php;SISTEM AKUAKULTUR;19L08311103;54041;Not Found
5108;https://sikola.unhas.ac.id/courses/19L08311203/index.php;PARASITOLOGI DAN IMMUNOLOGI AKUAKULTUR;19L08311203;54041;Not Found
5109;https://sikola.unhas.ac.id/courses/19L08311303/index.php;NUTRISI DAN TEKNOLOGI PAKAN LANJUTAN;19L08311303;54041;Not Found
5110;https://sikola.unhas.ac.id/courses/19L08311403/index.php;PERIKANAN BERKELANJUTAN;19L08311403;54041;Not Found
5111;https://sikola.unhas.ac.id/courses/19L08311503/index.php;TEKNOLOGI PENANGKAPAN IKAN BERTANGGUNG JAWAB;19L08311503;54041;Not Found
5112;https://sikola.unhas.ac.id/courses/19L08311603/index.php;KEBIJAKAN DAN STRATEGI PENGEMBANGAN PERIKANAN TANGKAP (P);19L08311603;54041;Not Found
5113;https://sikola.unhas.ac.id/courses/19L08311703/index.php;MODEL PENGEMBANGAN PERIKANAN TANGKAP;19L08311703;54041;Not Found
