Program Studi;Nama Matakuliah;Nama Kelas;Nama Pertemuan 1;Jumlah Item Pertemuan 1;Nama Pertemuan 2;Jumlah Item Pertemuan 3
AGROTEKNOLOGI - S2;Inovasi Agroteknologi;Inovasi Agroteknologi (Kelas A);Pertemuan Ke-1;0;Pertemuan Ke-2;0
